Datum;Uhrzeit;Biomasse[MWh];Wasserkraft[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige Erneuerbare[MWh];Kernenergie[MWh];Braunkohle[MWh];Steinkohle[MWh];Erdgas[MWh];Pumpspeicher[MWh];Sonstige Konventionelle[MWh]
28.09.2022;19:15;1.200;448;6;375;1;29;1.015;3.294;3.080;2.483;1.303;260
28.09.2022;19:30;1.200;446;8;385;0;29;1.015;3.335;3.058;2.511;1.318;262
28.09.2022;19:45;1.199;448;13;419;0;29;1.015;3.374;3.047;2.512;1.272;263
28.09.2022;20:00;1.199;446;13;459;0;29;1.016;3.387;3.042;2.495;1.513;264
28.09.2022;20:15;1.201;428;17;522;0;29;1.015;3.389;3.037;2.495;1.299;264
28.09.2022;20:30;1.200;424;21;565;0;29;1.015;3.396;3.019;2.495;998;264
28.09.2022;20:45;1.199;427;15;621;0;29;1.016;3.400;3.052;2.468;679;262
28.09.2022;21:00;1.199;471;18;667;0;29;1.016;3.431;3.026;2.446;454;265
28.09.2022;21:15;1.200;434;17;700;0;29;1.015;3.436;3.036;2.380;136;265
28.09.2022;21:30;1.198;445;18;730;0;29;1.015;3.424;3.037;2.206;75;265
28.09.2022;21:45;1.198;426;20;754;0;29;1.015;3.414;3.005;2.064;64;266
28.09.2022;22:00;1.196;467;44;756;0;29;1.016;3.400;3.003;1.991;218;264
28.09.2022;22:15;1.195;429;46;800;0;29;1.015;3.358;3.000;1.918;58;264
28.09.2022;22:30;1.194;431;40;841;0;29;1.015;3.360;3.002;1.784;86;263
28.09.2022;22:45;1.194;422;42;869;0;29;1.015;3.365;2.998;1.603;84;263
28.09.2022;23:00;1.194;419;49;889;0;29;1.016;3.388;2.994;1.298;178;262
28.09.2022;23:15;1.193;416;60;886;0;29;1.015;3.371;2.997;1.180;70;264
28.09.2022;23:30;1.195;413;52;907;0;29;1.015;3.368;2.974;1.054;42;262
28.09.2022;23:45;1.195;410;37;946;0;29;1.014;3.347;2.956;1.010;13;261
29.09.2022;00:00;1.191;418;36;954;0;29;1.016;3.359;2.935;899;9;200
29.09.2022;00:15;1.192;414;28;966;0;29;1.016;3.349;2.939;821;11;200
29.09.2022;00:30;1.192;413;27;967;0;29;1.015;3.355;2.929;754;8;198
29.09.2022;00:45;1.191;413;31;929;0;29;1.015;3.315;2.921;748;5;200
29.09.2022;01:00;1.193;418;35;921;0;29;1.016;3.352;2.948;733;58;199
29.09.2022;01:15;1.190;414;42;901;0;29;1.016;3.363;2.945;759;29;198
29.09.2022;01:30;1.190;412;56;878;0;29;1.016;3.366;2.941;762;2;198
29.09.2022;01:45;1.193;422;92;846;0;29;1.016;3.357;2.906;765;9;197
29.09.2022;02:00;1.194;428;71;849;0;29;1.017;3.363;2.884;739;14;197
29.09.2022;02:15;1.193;424;48;852;0;29;1.016;3.373;2.833;726;11;197
29.09.2022;02:30;1.192;423;55;820;0;29;1.016;3.369;2.821;725;8;196
29.09.2022;02:45;1.190;420;65;779;0;29;1.017;3.362;2.781;727;6;197
29.09.2022;03:00;1.191;423;65;771;0;29;1.017;3.376;2.751;701;1;197
29.09.2022;03:15;1.190;417;74;755;0;29;1.017;3.371;2.758;699;0;196
29.09.2022;03:30;1.190;416;67;743;0;29;1.017;3.378;2.764;700;0;196
29.09.2022;03:45;1.190;415;72;721;0;29;1.017;3.376;2.777;698;0;195
29.09.2022;04:00;1.188;405;105;669;0;29;1.018;3.379;2.792;701;0;195
29.09.2022;04:15;1.188;403;119;638;0;29;1.018;3.386;2.841;704;0;197
29.09.2022;04:30;1.187;406;110;631;0;29;1.019;3.396;2.941;714;0;197
29.09.2022;04:45;1.185;414;112;630;0;29;1.020;3.401;2.980;739;16;196
29.09.2022;05:00;1.184;407;116;616;0;29;1.018;3.398;3.024;912;10;200
29.09.2022;05:15;1.184;403;174;524;0;29;1.018;3.401;3.033;1.015;25;198
29.09.2022;05:30;1.184;405;129;557;0;29;1.019;3.403;3.039;1.338;24;199
29.09.2022;05:45;1.181;409;90;602;0;29;1.018;3.396;3.054;1.670;36;198
29.09.2022;06:00;1.185;429;94;575;0;29;1.017;3.386;3.047;2.071;108;198
29.09.2022;06:15;1.181;435;85;581;0;29;1.018;3.405;3.062;2.209;210;194
29.09.2022;06:30;1.184;470;72;586;0;29;1.019;3.416;3.069;2.310;646;195
29.09.2022;06:45;1.182;427;66;567;1;29;1.020;3.440;3.073;2.381;1.005;200
29.09.2022;07:00;1.185;461;56;566;3;29;1.018;3.444;3.077;2.449;884;200
29.09.2022;07:15;1.186;470;78;545;28;29;1.019;3.443;3.079;2.471;1.013;199
29.09.2022;07:30;1.188;467;92;563;117;29;1.019;3.443;3.085;2.474;1.054;200
29.09.2022;07:45;1.187;453;92;561;285;29;1.019;3.433;3.077;2.502;1.017;200
29.09.2022;08:00;1.189;450;116;552;508;29;1.020;3.427;3.066;2.516;1.387;199
29.09.2022;08:15;1.187;450;121;553;773;29;1.019;3.415;3.053;2.533;1.362;199
29.09.2022;08:30;1.189;446;141;551;1.083;29;1.019;3.413;3.048;2.533;1.078;198
29.09.2022;08:45;1.191;444;180;523;1.411;29;1.019;3.421;3.042;2.533;747;198
29.09.2022;09:00;1.192;443;211;475;1.776;29;1.020;3.418;2.989;2.522;896;198
29.09.2022;09:15;1.193;444;209;408;2.178;29;1.019;3.409;2.993;2.512;613;200
29.09.2022;09:30;1.192;438;202;345;2.570;29;1.019;3.417;2.990;2.471;343;199
29.09.2022;09:45;1.192;437;189;321;2.981;29;1.018;3.412;2.993;2.465;208;200
29.09.2022;10:00;1.189;451;186;289;3.328;29;1.020;3.400;2.990;2.388;445;200
29.09.2022;10:15;1.189;419;180;262;3.693;29;1.019;3.390;2.988;2.154;213;200
29.09.2022;10:30;1.189;415;175;246;4.067;29;1.019;3.378;2.994;2.021;96;198
29.09.2022;10:45;1.190;410;165;241;4.407;29;1.019;3.373;3.000;1.771;113;198
29.09.2022;11:00;1.192;405;163;235;4.730;29;1.017;3.351;2.997;1.446;93;200
29.09.2022;11:15;1.192;419;143;255;4.971;29;1.017;3.341;2.998;1.440;68;200
29.09.2022;11:30;1.191;420;138;272;5.134;29;1.017;3.325;2.982;1.480;78;198
29.09.2022;11:45;1.189;446;139;291;5.230;29;1.016;3.315;2.966;1.458;93;196
29.09.2022;12:00;1.188;471;148;297;5.281;29;1.012;3.289;2.968;1.452;72;199
29.09.2022;12:15;1.192;459;142;319;5.205;29;1.012;3.283;2.972;1.432;74;198
29.09.2022;12:30;1.190;407;134;356;5.136;29;1.013;3.298;2.964;1.441;52;200
29.09.2022;12:45;1.191;411;135;364;5.034;29;1.012;3.278;2.936;1.434;48;200
29.09.2022;13:00;1.191;450;143;363;4.862;29;1.013;3.223;2.883;1.275;101;198
29.09.2022;13:15;1.192;436;160;382;4.668;29;1.013;3.199;2.879;1.272;70;189
29.09.2022;13:30;1.190;441;173;418;4.481;29;1.012;3.222;2.908;1.295;85;187
29.09.2022;13:45;1.190;414;172;433;4.311;29;1.011;3.228;2.919;1.286;77;193
29.09.2022;14:00;1.193;407;173;413;4.133;29;1.012;3.246;2.934;1.208;39;198
29.09.2022;14:15;1.190;408;189;408;3.947;29;1.013;3.258;2.954;1.227;41;199
29.09.2022;14:30;1.189;419;207;404;3.750;29;1.013;3.256;2.966;1.267;88;198
29.09.2022;14:45;1.191;441;224;392;3.521;29;1.012;3.278;2.984;1.264;57;199
29.09.2022;15:00;1.193;413;214;406;3.305;29;1.011;3.342;3.000;1.328;59;201
29.09.2022;15:15;1.191;425;232;409;3.125;29;1.012;3.355;3.041;1.367;49;199
29.09.2022;15:30;1.191;408;227;399;2.921;29;1.012;3.377;3.063;1.498;60;196
29.09.2022;15:45;1.192;397;236;418;2.738;29;1.011;3.373;3.056;1.550;154;197
29.09.2022;16:00;1.194;402;262;409;2.488;29;1.012;3.408;3.069;1.604;198;198
29.09.2022;16:15;1.196;440;294;381;2.217;29;1.014;3.420;3.059;1.643;283;200
29.09.2022;16:30;1.197;417;307;387;1.957;29;1.013;3.403;3.060;1.913;405;198
29.09.2022;16:45;1.196;412;330;376;1.678;29;1.014;3.399;3.078;2.193;447;199
29.09.2022;17:00;1.198;395;344;361;1.418;29;1.013;3.386;3.060;2.171;267;199
29.09.2022;17:15;1.200;424;353;356;1.126;29;1.014;3.400;3.081;2.241;530;196
29.09.2022;17:30;1.197;452;331;348;864;29;1.014;3.413;3.083;2.284;904;190
29.09.2022;17:45;1.199;430;357;327;626;29;1.014;3.402;3.122;2.342;1.085;194
29.09.2022;18:00;1.199;403;378;298;419;29;1.012;3.345;3.132;2.389;848;197
29.09.2022;18:15;1.199;407;369;288;247;29;1.015;3.371;3.150;2.399;1.051;199
29.09.2022;18:30;1.197;421;355;305;114;29;1.015;3.379;3.166;2.423;1.399;192
29.09.2022;18:45;1.193;433;363;329;34;29;1.014;3.379;3.169;2.426;1.537;197
29.09.2022;19:00;1.196;435;394;361;4;29;1.014;3.378;3.180;2.437;1.530;200
29.09.2022;19:15;1.199;446;405;381;0;29;1.014;3.377;3.186;2.445;1.500;200
29.09.2022;19:30;1.199;432;382;412;0;29;1.014;3.372;3.182;2.441;1.523;198
29.09.2022;19:45;1.199;427;377;451;0;29;1.014;3.349;3.185;2.441;1.477;201
29.09.2022;20:00;1.202;432;375;488;0;29;1.015;3.324;3.182;2.452;1.416;202
29.09.2022;20:15;1.199;433;358;527;0;29;1.014;3.311;3.182;2.441;1.231;202
29.09.2022;20:30;1.199;425;378;551;0;29;1.015;3.305;3.189;2.342;1.021;202
29.09.2022;20:45;1.196;428;414;560;0;29;1.014;3.264;3.191;2.032;975;201
29.09.2022;21:00;1.197;434;435;564;0;29;1.015;3.246;3.181;1.709;1.219;201
29.09.2022;21:15;1.197;441;408;563;0;29;1.015;3.230;3.153;1.676;1.003;203
29.09.2022;21:30;1.197;428;384;546;0;29;1.014;3.225;3.131;1.637;821;203
29.09.2022;21:45;1.198;415;395;539;0;29;1.014;3.218;3.116;1.621;548;203
29.09.2022;22:00;1.199;450;435;524;0;29;1.015;3.219;3.110;1.512;553;203
29.09.2022;22:15;1.198;437;437;504;0;29;1.015;3.206;3.085;1.338;305;203
29.09.2022;22:30;1.197;416;415;463;0;29;1.015;3.195;3.066;1.311;166;202
29.09.2022;22:45;1.197;407;393;429;0;29;1.014;3.166;3.044;1.288;124;201
29.09.2022;23:00;1.195;396;352;411;0;29;1.015;3.161;3.030;1.198;102;202
29.09.2022;23:15;1.194;400;312;404;0;29;1.014;3.153;3.000;1.107;41;201
29.09.2022;23:30;1.194;410;288;395;0;29;1.015;3.147;3.002;1.017;33;200
29.09.2022;23:45;1.194;401;254;402;0;29;1.014;3.156;3.001;944;6;199
30.09.2022;00:00;1.116;461;218;408;0;29;1.015;3.153;3.011;933;99;260
30.09.2022;00:15;1.115;444;188;392;0;29;1.015;3.142;3.026;934;96;260
30.09.2022;00:30;1.115;411;159;365;0;29;1.015;3.144;3.022;922;23;255
30.09.2022;00:45;1.116;399;139;343;0;29;1.015;3.153;3.011;917;2;255
30.09.2022;01:00;1.114;415;131;332;0;29;1.015;3.154;3.021;936;40;258
30.09.2022;01:15;1.113;415;121;314;0;29;1.015;3.145;3.041;906;27;255
30.09.2022;01:30;1.113;406;108;310;0;29;1.015;3.153;3.038;937;7;255
30.09.2022;01:45;1.116;413;95;302;0;29;1.014;3.154;3.026;924;8;256
30.09.2022;02:00;1.116;424;92;293;0;29;1.015;3.160;3.011;899;8;257
30.09.2022;02:15;1.117;414;90;293;0;29;1.015;3.157;3.002;892;3;256
30.09.2022;02:30;1.117;424;85;310;0;29;1.015;3.156;2.984;890;29;256
30.09.2022;02:45;1.116;421;80;327;0;29;1.015;3.155;2.952;890;8;255
30.09.2022;03:00;1.115;423;77;333;0;29;1.015;3.153;2.934;894;2;255
30.09.2022;03:15;1.115;417;68;345;0;29;1.015;3.147;2.922;911;3;254
30.09.2022;03:30;1.115;415;59;349;0;29;1.015;3.155;2.922;897;25;254
30.09.2022;03:45;1.112;413;42;370;0;29;1.016;3.167;2.927;901;18;255
30.09.2022;04:00;1.113;415;38;386;0;29;1.016;3.172;2.933;895;26;251
30.09.2022;04:15;1.112;432;39;392;0;29;1.016;3.165;2.950;887;3;255
30.09.2022;04:30;1.113;429;44;401;0;29;1.016;3.170;2.997;896;18;255
30.09.2022;04:45;1.111;430;55;427;0;29;1.015;3.178;3.041;926;23;257
30.09.2022;05:00;1.112;415;72;441;0;29;1.015;3.162;3.075;1.087;4;254
30.09.2022;05:15;1.111;427;82;451;0;29;1.015;3.175;3.096;1.115;3;254
30.09.2022;05:30;1.110;423;86;473;0;29;1.016;3.183;3.114;1.358;15;254
30.09.2022;05:45;1.108;440;83;498;0;29;1.016;3.188;3.143;1.633;50;253
30.09.2022;06:00;1.108;444;78;487;0;29;1.015;3.197;3.147;1.844;357;248
30.09.2022;06:15;1.107;453;69;489;0;29;1.015;3.216;3.161;2.127;631;244
30.09.2022;06:30;1.107;459;59;474;0;29;1.016;3.240;3.158;2.174;816;244
30.09.2022;06:45;1.102;461;55;465;1;29;1.016;3.244;3.159;2.212;1.175;241
30.09.2022;07:00;1.107;456;48;446;4;29;1.014;3.227;3.164;2.412;1.567;245
30.09.2022;07:15;1.106;485;44;450;24;29;1.016;3.237;3.159;2.451;1.633;250
30.09.2022;07:30;1.108;487;39;454;111;29;1.017;3.241;3.166;2.461;1.618;249
30.09.2022;07:45;1.108;494;45;442;289;29;1.016;3.237;3.163;2.461;1.631;246
30.09.2022;08:00;1.108;500;39;440;556;29;1.017;3.240;3.154;2.453;1.599;251
30.09.2022;08:15;1.109;471;42;449;919;29;1.017;3.236;3.153;2.459;1.548;255
30.09.2022;08:30;1.110;455;44;468;1.313;29;1.016;3.219;3.148;2.458;1.447;258
30.09.2022;08:45;1.111;451;52;461;1.729;29;1.016;3.214;3.145;2.431;1.231;256
30.09.2022;09:00;1.113;490;51;452;2.139;29;1.017;3.232;3.121;2.443;1.341;258
30.09.2022;09:15;1.113;480;46;420;2.565;29;1.016;3.223;3.129;2.436;1.022;257
30.09.2022;09:30;-;457;45;370;2.994;29;1.015;3.202;3.131;2.374;873;258
30.09.2022;09:45;1.109;457;41;313;3.468;29;1.015;3.210;3.131;2.151;658;256
30.09.2022;10:00;1.111;474;46;278;3.905;29;1.016;3.190;3.112;1.773;850;259
30.09.2022;10:15;1.113;428;65;231;4.316;29;1.015;3.175;3.109;1.587;595;255
30.09.2022;10:30;1.114;427;69;237;4.718;29;1.014;3.159;3.079;1.428;476;254
30.09.2022;10:45;1.113;426;87;247;5.141;29;1.011;3.139;3.059;1.218;388;254
30.09.2022;11:00;1.116;416;117;282;5.536;29;1.012;3.137;3.036;938;367;253
30.09.2022;11:15;1.117;415;141;325;5.834;29;1.013;3.140;3.000;938;226;252
30.09.2022;11:30;1.117;415;163;386;6.108;29;1.010;3.142;2.925;898;237;253
30.09.2022;11:45;1.118;414;186;479;6.356;29;1.009;3.138;2.853;888;145;254
30.09.2022;12:00;1.119;417;226;582;6.482;29;1.010;3.129;2.718;821;47;253
30.09.2022;12:15;1.118;415;287;652;6.634;29;1.011;3.123;2.632;781;31;254
30.09.2022;12:30;1.117;410;340;728;6.663;29;1.011;3.119;2.482;742;41;254
30.09.2022;12:45;1.115;414;409;802;6.747;29;1.011;3.125;2.331;732;41;255
30.09.2022;13:00;1.116;417;501;950;6.717;29;1.012;3.158;2.213;708;23;255
30.09.2022;13:15;1.113;419;570;1.069;6.608;29;1.012;3.159;2.091;707;18;256
30.09.2022;13:30;1.110;420;654;1.141;6.517;29;1.012;3.128;2.011;707;15;255
30.09.2022;13:45;1.112;421;737;1.218;6.358;29;1.010;3.094;1.956;706;23;256
30.09.2022;14:00;1.111;432;744;1.295;6.152;29;1.011;3.098;1.893;697;25;252
30.09.2022;14:15;1.112;452;775;1.365;5.904;29;1.011;3.119;1.834;702;29;252
30.09.2022;14:30;1.113;436;861;1.425;5.643;29;1.011;3.155;1.815;699;16;253
30.09.2022;14:45;1.114;424;933;1.482;5.364;29;1.010;3.172;1.835;697;6;253
30.09.2022;15:00;1.115;425;982;1.531;5.095;29;1.010;3.168;1.849;696;4;253
30.09.2022;15:15;1.115;419;1.026;1.582;4.790;29;1.009;3.169;1.859;694;5;244
30.09.2022;15:30;1.114;423;1.104;1.635;4.453;29;1.010;3.160;1.930;677;0;249
30.09.2022;15:45;1.117;427;1.177;1.671;4.111;29;1.010;3.153;1.974;658;2;252
30.09.2022;16:00;1.119;426;1.228;1.670;3.743;29;1.011;3.144;1.998;657;17;251
30.09.2022;16:15;1.118;432;1.262;1.687;3.417;29;1.011;3.172;2.055;627;57;250
30.09.2022;16:30;1.120;420;1.325;1.743;3.035;29;1.011;3.164;2.176;621;59;255
30.09.2022;16:45;1.118;430;1.412;1.740;2.645;29;1.011;3.144;2.296;590;51;255
30.09.2022;17:00;1.117;440;1.462;1.657;2.265;29;1.010;3.142;2.402;624;23;254
30.09.2022;17:15;1.117;450;1.504;1.596;1.858;29;1.010;3.146;2.467;626;35;254
30.09.2022;17:30;1.119;457;1.534;1.560;1.435;29;1.010;3.171;2.533;626;163;255
30.09.2022;17:45;1.124;484;1.565;1.512;1.018;29;1.010;3.179;2.590;625;457;253
30.09.2022;18:00;1.123;462;1.576;1.431;660;29;1.009;3.165;2.600;637;723;254
30.09.2022;18:15;1.124;503;1.588;1.438;360;29;1.010;3.184;2.583;640;1.066;253
30.09.2022;18:30;1.124;520;1.580;1.527;141;29;1.010;3.178;2.583;637;1.363;253
30.09.2022;18:45;1.121;499;1.609;1.686;31;29;1.010;3.142;2.593;633;1.440;254
30.09.2022;19:00;1.124;459;1.621;1.845;2;29;1.009;3.054;2.574;606;1.521;255
30.09.2022;19:15;1.123;483;1.433;2.057;0;29;1.011;3.057;2.575;602;1.503;251
30.09.2022;19:30;1.121;465;1.420;2.328;0;29;1.011;3.053;2.565;603;1.267;253
30.09.2022;19:45;1.121;402;1.429;2.576;0;29;1.011;3.050;2.543;610;1.081;254
30.09.2022;20:00;1.121;434;1.227;2.859;0;29;1.012;3.078;2.557;588;1.279;247
30.09.2022;20:15;1.121;400;1.226;3.126;0;29;1.010;3.082;2.551;585;697;247
30.09.2022;20:30;1.120;399;1.217;3.325;0;29;1.009;3.085;2.503;587;187;254
30.09.2022;20:45;1.119;406;1.220;3.549;0;29;1.009;3.076;2.403;584;82;254
30.09.2022;21:00;1.120;414;1.197;3.835;0;29;1.011;3.037;2.199;588;504;256
30.09.2022;21:15;1.119;406;1.197;4.049;0;29;1.010;2.978;2.075;586;179;255
30.09.2022;21:30;1.118;401;1.188;4.230;0;29;1.009;2.841;1.944;584;110;252
30.09.2022;21:45;1.117;405;1.184;4.310;0;29;1.008;2.727;1.679;583;99;255
30.09.2022;22:00;1.117;415;1.174;4.478;0;29;1.011;2.656;1.392;549;540;256
30.09.2022;22:15;1.116;398;1.169;4.665;0;29;1.010;2.647;1.333;522;335;255
30.09.2022;22:30;1.115;394;1.146;4.811;0;29;1.009;2.633;1.262;508;167;250
30.09.2022;22:45;1.113;402;1.122;4.905;0;29;1.009;2.589;1.244;509;81;254
30.09.2022;23:00;1.110;400;1.183;4.972;0;29;1.011;2.524;1.173;494;15;256
30.09.2022;23:15;1.110;391;1.192;5.034;0;29;1.011;2.469;1.120;495;0;249
30.09.2022;23:30;1.109;389;1.182;5.087;0;29;1.011;2.401;1.043;499;6;253
30.09.2022;23:45;1.109;388;1.180;5.208;0;29;1.010;2.241;1.030;499;30;255
01.10.2022;00:00;1.132;417;1.160;5.213;0;30;1.012;2.120;950;517;84;256
01.10.2022;00:15;1.127;392;1.180;5.316;0;29;1.011;2.025;893;518;16;255
01.10.2022;00:30;1.122;392;1.198;5.380;0;29;1.010;1.892;903;523;9;251
01.10.2022;00:45;1.123;392;1.190;5.565;0;29;1.009;1.720;916;534;7;256
01.10.2022;01:00;1.124;393;1.185;5.527;0;29;1.009;1.619;894;528;14;255
01.10.2022;01:15;1.125;400;1.186;5.560;0;29;1.008;1.531;894;528;32;252
01.10.2022;01:30;1.125;403;1.174;5.567;0;29;1.008;1.490;894;528;5;256
01.10.2022;01:45;1.122;397;1.176;5.475;0;29;1.011;1.470;895;530;16;256
01.10.2022;02:00;1.120;394;1.169;5.644;0;29;1.011;1.445;839;529;27;255
01.10.2022;02:15;1.121;393;1.164;5.777;0;29;1.008;1.426;843;523;32;255
01.10.2022;02:30;1.123;397;1.169;5.873;0;30;1.008;1.408;841;529;12;255
01.10.2022;02:45;1.123;396;1.157;5.786;0;30;1.009;1.392;843;530;1;257
01.10.2022;03:00;1.122;409;1.066;5.972;0;30;999;1.381;844;525;33;262
01.10.2022;03:15;1.123;396;1.053;6.042;0;30;997;1.389;842;525;19;263
01.10.2022;03:30;1.122;395;1.051;6.066;0;30;996;1.389;845;526;24;263
01.10.2022;03:45;1.119;397;1.044;6.153;0;30;994;1.381;843;523;3;263
01.10.2022;04:00;1.119;396;1.071;6.083;0;30;1.003;1.391;824;523;54;263
01.10.2022;04:15;1.119;393;1.110;6.106;0;30;1.002;1.397;790;526;36;261
01.10.2022;04:30;1.118;391;1.117;6.034;0;30;1.004;1.403;785;526;55;262
01.10.2022;04:45;1.116;391;1.119;6.099;0;30;1.005;1.419;779;524;48;263
01.10.2022;05:00;1.116;388;1.143;6.469;0;30;1.005;1.409;767;530;31;259
01.10.2022;05:15;1.114;390;1.173;6.481;0;30;1.000;1.403;742;528;40;259
01.10.2022;05:30;1.111;391;1.190;6.568;0;30;1.010;1.405;743;525;41;258
01.10.2022;05:45;1.108;391;1.179;6.763;0;30;1.009;1.398;703;523;43;257
01.10.2022;06:00;1.108;388;1.212;6.837;0;30;1.007;1.397;651;525;36;257
01.10.2022;06:15;1.107;402;1.202;6.905;0;30;1.008;1.423;617;525;33;257
01.10.2022;06:30;1.109;401;1.205;7.068;0;30;1.011;1.412;612;531;42;258
01.10.2022;06:45;1.106;393;1.143;7.344;1;30;1.008;1.406;623;525;35;258
01.10.2022;07:00;1.109;393;1.187;7.431;3;30;1.010;1.413;621;525;37;258
01.10.2022;07:15;1.111;395;1.174;7.515;23;30;1.011;1.411;616;526;36;259
01.10.2022;07:30;1.112;398;1.136;7.628;89;30;1.010;1.409;613;537;36;260
01.10.2022;07:45;1.113;401;1.089;7.636;185;30;1.011;1.423;612;530;37;260
01.10.2022;08:00;1.113;385;1.120;7.710;315;30;1.010;1.435;615;534;56;262
01.10.2022;08:15;1.116;387;1.097;7.813;445;30;1.013;1.448;620;540;57;261
01.10.2022;08:30;1.115;393;1.034;7.813;545;30;1.012;1.442;613;547;56;260
01.10.2022;08:45;1.117;401;961;7.808;634;30;1.013;1.464;617;544;95;258
01.10.2022;09:00;1.119;377;1.081;7.797;724;30;1.012;1.508;623;553;107;262
01.10.2022;09:15;1.116;371;1.060;7.755;830;30;1.012;1.550;625;552;237;261
01.10.2022;09:30;1.114;372;1.027;7.700;894;30;1.012;1.554;623;557;298;259
01.10.2022;09:45;1.117;389;1.010;7.568;990;30;1.012;1.586;622;554;301;262
01.10.2022;10:00;1.117;375;971;7.538;1.069;30;1.010;1.620;633;544;634;263
01.10.2022;10:15;1.117;391;982;7.451;1.164;30;1.010;1.721;673;549;548;260
01.10.2022;10:30;1.118;379;1.016;7.323;1.256;30;1.011;1.768;669;550;588;262
01.10.2022;10:45;1.120;380;978;7.257;1.370;30;1.010;1.768;671;547;717;262
01.10.2022;11:00;1.121;375;967;7.208;1.470;30;1.010;1.706;672;546;534;262
01.10.2022;11:15;1.120;376;1.078;7.213;1.578;30;1.010;1.719;670;553;490;262
01.10.2022;11:30;1.119;373;1.155;7.148;1.686;30;1.009;1.716;669;561;371;259
01.10.2022;11:45;1.120;370;1.118;7.122;1.765;30;1.009;1.713;658;552;264;262
01.10.2022;12:00;1.121;372;1.103;7.225;1.851;30;1.009;1.705;645;548;516;260
01.10.2022;12:15;1.123;373;1.110;7.256;1.906;30;1.007;1.700;647;549;400;261
01.10.2022;12:30;1.122;372;1.125;7.277;1.943;30;999;1.649;669;561;163;259
01.10.2022;12:45;1.122;368;1.174;7.272;1.965;30;999;1.525;631;560;98;258
01.10.2022;13:00;1.123;371;1.262;7.082;1.946;30;1.008;1.387;629;548;122;259
01.10.2022;13:15;1.121;371;1.243;6.955;1.992;30;1.007;1.363;626;549;113;261
01.10.2022;13:30;1.124;373;1.207;7.016;2.010;30;1.006;1.359;624;558;89;260
01.10.2022;13:45;1.125;376;1.221;7.012;2.032;30;1.006;1.361;623;549;81;259
01.10.2022;14:00;1.126;383;1.236;6.847;2.028;30;1.007;1.369;623;539;82;261
01.10.2022;14:15;1.126;376;1.288;6.815;2.001;30;1.008;1.351;618;542;69;262
01.10.2022;14:30;1.125;375;1.353;6.619;1.987;30;1.004;1.346;617;543;70;262
01.10.2022;14:45;1.129;377;1.359;6.519;1.982;30;1.005;1.348;619;544;73;262
01.10.2022;15:00;1.128;384;1.362;6.456;2.062;30;1.007;1.370;618;543;80;262
01.10.2022;15:15;1.127;380;1.407;6.355;2.055;30;1.007;1.389;620;546;117;262
01.10.2022;15:30;1.128;376;1.442;6.388;2.049;30;1.007;1.402;622;556;145;262
01.10.2022;15:45;1.118;374;1.472;6.306;1.983;30;1.006;1.414;623;538;51;263
01.10.2022;16:00;1.125;377;1.526;6.113;1.910;30;999;1.438;639;543;39;263
01.10.2022;16:15;1.127;387;1.527;5.952;1.780;30;1.006;1.450;628;522;67;261
01.10.2022;16:30;1.129;380;1.550;6.035;1.612;30;1.005;1.462;551;491;62;262
01.10.2022;16:45;1.128;396;1.569;5.882;1.426;30;1.006;1.671;534;481;88;261
01.10.2022;17:00;1.130;381;1.667;5.784;1.192;30;1.007;1.965;544;485;417;261
01.10.2022;17:15;1.132;378;1.663;5.827;976;30;1.008;2.245;546;495;477;262
01.10.2022;17:30;1.135;385;1.664;5.762;761;30;1.008;2.363;550;497;700;261
01.10.2022;17:45;1.137;388;1.652;5.713;545;30;1.008;2.370;557;485;1.148;259
01.10.2022;18:00;1.138;373;1.660;5.661;328;30;1.007;2.369;563;476;1.158;257
01.10.2022;18:15;1.137;368;1.665;5.656;165;30;1.008;2.368;565;479;1.375;260
01.10.2022;18:30;1.138;375;1.677;5.675;62;30;1.008;2.372;566;481;1.563;262
01.10.2022;18:45;1.134;377;1.683;5.680;17;30;1.009;2.352;580;482;1.570;262
01.10.2022;19:00;1.137;374;1.677;5.715;2;30;1.008;2.335;595;487;1.506;262
01.10.2022;19:15;1.138;370;1.664;5.787;0;30;1.009;2.339;594;482;1.485;262
01.10.2022;19:30;1.137;363;1.677;5.933;0;30;1.009;2.335;594;488;1.329;262
01.10.2022;19:45;1.139;358;1.687;5.964;0;30;1.008;2.343;594;484;1.224;265
01.10.2022;20:00;1.138;379;1.679;5.911;0;30;1.008;2.357;588;483;1.487;264
01.10.2022;20:15;1.139;359;1.651;5.958;0;30;1.008;2.333;587;483;1.260;263
01.10.2022;20:30;1.138;358;1.618;6.037;0;30;1.008;2.302;566;480;1.047;262
01.10.2022;20:45;1.137;355;1.627;6.023;0;30;1.007;2.322;555;484;881;262
01.10.2022;21:00;1.138;366;1.629;5.857;0;30;1.009;2.388;564;485;697;263
01.10.2022;21:15;1.138;359;1.555;5.876;0;30;1.008;2.368;562;486;492;261
01.10.2022;21:30;1.139;359;1.489;5.991;0;30;1.008;2.343;547;488;502;262
01.10.2022;21:45;1.137;358;1.595;6.065;0;30;1.006;2.284;535;484;363;261
01.10.2022;22:00;1.136;370;1.600;6.011;0;30;1.005;2.230;522;482;236;260
01.10.2022;22:15;1.134;364;1.614;5.988;0;30;1.005;2.221;519;486;202;260
